USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME                       
root             1     0 10971808 12460 0                   0 S init
root             2     0       0      0 0                   0 S [kthreadd]
root             3     2       0      0 0                   0 I [rcu_gp]
root             4     2       0      0 0                   0 I [rcu_par_gp]
root             6     2       0      0 0                   0 I [kworker/0:0H-kblockd]
root             8     2       0      0 0                   0 I [mm_percpu_wq]
root             9     2       0      0 0                   0 S [ksoftirqd/0]
root            10     2       0      0 0                   0 I [rcu_preempt]
root            11     2       0      0 0                   0 I [rcu_sched]
root            12     2       0      0 0                   0 I [rcu_bh]
root            13     2       0      0 0                   0 S [migration/0]
root            14     2       0      0 0                   0 S [cpuhp/0]
root            15     2       0      0 0                   0 S [cpuhp/1]
root            16     2       0      0 0                   0 S [migration/1]
root            17     2       0      0 0                   0 S [ksoftirqd/1]
root            18     2       0      0 0                   0 I [kworker/1:0-events]
root            19     2       0      0 0                   0 I [kworker/1:0H-kblockd]
root            20     2       0      0 0                   0 S [cpuhp/2]
root            21     2       0      0 0                   0 S [migration/2]
root            22     2       0      0 0                   0 S [ksoftirqd/2]
root            25     2       0      0 0                   0 S [cpuhp/3]
root            26     2       0      0 0                   0 S [migration/3]
root            27     2       0      0 0                   0 S [ksoftirqd/3]
root            28     2       0      0 0                   0 I [kworker/3:0-events]
root            29     2       0      0 0                   0 I [kworker/3:0H-kblockd]
root            30     2       0      0 0                   0 I [netns]
root            31     2       0      0 0                   0 S [rcu_tasks_kthre]
root            32     2       0      0 0                   0 S [kauditd]
root            33     2       0      0 0                   0 I [kworker/0:1-events]
root            34     2       0      0 0                   0 S [khungtaskd]
root            35     2       0      0 0                   0 S [oom_reaper]
root            36     2       0      0 0                   0 I [writeback]
root            37     2       0      0 0                   0 S [kcompactd0]
root            38     2       0      0 0                   0 S [khugepaged]
root            39     2       0      0 0                   0 I [crypto]
root            40     2       0      0 0                   0 I [kblockd]
root            42     2       0      0 0                   0 I [blk_crypto_wq]
root            43     2       0      0 0                   0 I [ata_sff]
root            44     2       0      0 0                   0 I [devfreq_wq]
root            45     2       0      0 0                   0 S [watchdogd]
